benchmark	vcnf_status	vcnf_time	vampire_status	vampire_time	cvc4_status	cvc4_time	z3_status	z3_time
UF_sledgehammer_Hoare_smtlib.1237786.smt2	Unsatisfiable	0.0262	Unsatisfiable	0.024442	unsat	0.0137	0.0137	unsat	0.038951
UF_sledgehammer_Hoare_smtlib.1238071.smt2	Unsatisfiable	0.0254	Unsatisfiable	0.0224629	unsat	0.0127	0.0127	unsat	0.0392971
UF_sledgehammer_Hoare_smtlib.556043.smt2	Unsatisfiable	0.0188	Unsatisfiable	0.0175459	unsat	0.0129	0.0129	unsat	0.039097
UF_sledgehammer_Hoare_smtlib.556361.smt2	Unsatisfiable	0.0203	Unsatisfiable	0.018772	unsat	0.0128	0.0128	unsat	0.039383
UF_sledgehammer_Hoare_smtlib.556684.smt2	Unsatisfiable	0.0173	Unsatisfiable	0.0172889	unsat	0.0122	0.0122	unsat	0.0394589
UF_sledgehammer_Hoare_smtlib.557001.smt2	Unsatisfiable	0.0183	Unsatisfiable	0.0171669	unsat	0.0126	0.0126	unsat	0.0398431
UF_sledgehammer_Hoare_smtlib.557321.smt2	Unsatisfiable	0.0209	Unsatisfiable	0.0206599	unsat	0.0147	0.0147	unsat	0.038737
UF_sledgehammer_Hoare_smtlib.568037.smt2	Unsatisfiable	0.0229	Unsatisfiable	0.0213939	unsat	0.0154	0.0154	unsat	0.0393081
UF_sledgehammer_Hoare_smtlib.631037.smt2	Unsatisfiable	0.0202	Unsatisfiable	0.0231039	unsat	0.0175	0.0175	unsat	0.039512
UF_sledgehammer_Hoare_smtlib.642123.smt2	Unsatisfiable	0.0210	Unsatisfiable	0.628029	unsat	0.0155	0.0155	unsat	0.039101
UF_sledgehammer_Hoare_smtlib.652732.smt2	Unsatisfiable	0.0242	Unsatisfiable	0.0204659	unsat	0.0155	0.0155	unsat	0.0384021
UF_sledgehammer_Hoare_smtlib.653360.smt2	Unsatisfiable	0.0201	Unsatisfiable	0.01946	unsat	0.0159	0.0159	unsat	0.038713
UF_sledgehammer_Hoare_smtlib.653907.smt2	Unsatisfiable	0.0190	Unsatisfiable	0.022667	unsat	0.0143	0.0143	unsat	0.0386279
UF_sledgehammer_Hoare_smtlib.663809.smt2	Unsatisfiable	0.0237	Unsatisfiable	0.020195	unsat	0.0146	0.0146	unsat	0.03841
UF_sledgehammer_Hoare_smtlib.664427.smt2	Unsatisfiable	0.0231	Unsatisfiable	0.0202079	unsat	0.0131	0.0131	unsat	0.0383221
UF_sledgehammer_Hoare_smtlib.667663.smt2	Unsatisfiable	0.0187	Unsatisfiable	0.0181519	unsat	0.0139	0.0139	unsat	0.038351
UF_sledgehammer_Hoare_smtlib.668163.smt2	Unsatisfiable	0.0177	Unsatisfiable	0.0182929	unsat	0.1834	0.1834	unsat	0.0850709
UF_sledgehammer_Hoare_smtlib.672697.smt2	Unsatisfiable	10.6834	Unsatisfiable	17.4415	unsat	0.2023	0.2023	unsat	0.0851139
UF_sledgehammer_Hoare_smtlib.681267.smt2	Unsatisfiable	0.2374	Unsatisfiable	0.186283	unsat	0.1704	0.1704	unsat	0.0849599
UF_sledgehammer_Hoare_smtlib.683503.smt2	Unsatisfiable	0.3035	Unsatisfiable	0.793916	unsat	0.1703	0.1703	unsat	0.085533
UF_sledgehammer_Hoare_smtlib.685673.smt2	Unsatisfiable	0.3074	Unsatisfiable	0.151557	unsat	0.0435	0.0435	unsat	0.042025
UF_sledgehammer_Hoare_smtlib.689154.smt2	Unsatisfiable	17.4396	Unsatisfiable	19.648	unsat	0.0191	0.0191	unsat	0.039564
UF_sledgehammer_Hoare_smtlib.718896.smt2	Unsatisfiable	0.0255	Unsatisfiable	0.0335341	unsat	40.5112	40.5112	unsat	2.18414
UF_sledgehammer_Hoare_smtlib.875166.smt2	Unsatisfiable	8.3000	Unsatisfiable	10.1968	unsat	40.4730	40.4730	unsat	5.19946
UF_sledgehammer_Hoare_smtlib.897191.smt2	Unsatisfiable	0.0263	Unsatisfiable	0.030271	unsat	40.5353	40.5353	unsat	49.9366
UF_sledgehammer_Hoare_smtlib.902943.smt2	Unsatisfiable	0.0269	Unsatisfiable	0.0300561	unsat	40.6946	40.6946	unsat	799.03
UF_sledgehammer_Hoare_smtlib.908703.smt2	Unsatisfiable	0.0281	Unsatisfiable	0.0294141	unsat	40.4401	40.4401	unsat	0.284238
UF_sledgehammer_Hoare_smtlib.914447.smt2	Unsatisfiable	0.0196	Unsatisfiable	0.0391069	unsat	40.8250	40.8250	unsat	0.108172
UF_sledgehammer_Hoare_smtlib.954663.smt2	Unsatisfiable	1.0956	Unsatisfiable	2.68074	unsat	40.8453	40.8453	unsat	0.10837
UF_sledgehammer_Hoare_smtlib.959263.smt2	Unsatisfiable	1.0916	Unsatisfiable	2.68119	unsat	40.8156	40.8156	unsat	0.108447
UF_sledgehammer_Hoare_smtlib.963856.smt2	Unsatisfiable	1.0864	Unsatisfiable	2.76085	unsat	0.0233	0.0233	unsat	0.0426889
UF_sledgehammer_Hoare_smtlib.968096.smt2	Unsatisfiable	0.0293	Unsatisfiable	0.0281691	unsat	0.3006	0.3006	unsat	1.41214
UF_sledgehammer_Hoare_smtlib.998435.smt2	--	298.5170	--	298.516	unsat	0.0287	0.0287	starexec-unknown	1799.12
UF_sledgehammer_Hoare_smtlib.999228.smt2	Unsatisfiable	1.4524	Unsatisfiable	2.99487	unsat	0.7527	0.7527	unsat	78.7861
UF_sledgehammer_Hoare_uf.1000634.smt2	--	298.4160	--	298.517	unsat	0.2947	0.2947	starexec-unknown	1799.32
UF_sledgehammer_Hoare_uf.1001519.smt2	Unsatisfiable	30.3407	--	298.416	unsat	0.2018	0.2018	unsat	0.0990719
UF_sledgehammer_Hoare_uf.1004091.smt2	Unsatisfiable	0.3638	Unsatisfiable	13.1228	unsat	0.2021	0.2021	unsat	0.0989321
UF_sledgehammer_Hoare_uf.1006273.smt2	Unsatisfiable	0.3685	Unsatisfiable	13.1194	unsat	0.1987	0.1987	unsat	0.099351
UF_sledgehammer_Hoare_uf.1008477.smt2	Unsatisfiable	179.5280	Unsatisfiable	89.6791	unsat	0.1637	0.1637	unsat	0.0879151
UF_sledgehammer_Hoare_uf.1011601.smt2	Unsatisfiable	0.0581	Unsatisfiable	0.062709	unsat	0.2068	0.2068	unsat	0.098639
UF_sledgehammer_Hoare_uf.1013778.smt2	Unsatisfiable	13.5181	Unsatisfiable	12.6669	unsat	0.5077	0.5077	unsat	5.44202
UF_sledgehammer_Hoare_uf.1020194.smt2	--	298.3160	--	298.518	unsat	0.0159	0.0159	unsat	0.0388571
UF_sledgehammer_Hoare_uf.1020552.smt2	Unsatisfiable	0.0361	Unsatisfiable	0.0274661	unsat	0.0145	0.0145	unsat	0.0383601
UF_sledgehammer_Hoare_uf.1020907.smt2	Unsatisfiable	0.0285	Unsatisfiable	0.621802	unsat	0.2123	0.2123	unsat	0.0977501
UF_sledgehammer_Hoare_uf.1023256.smt2	--	298.3170	--	298.516	unsat	0.0687	0.0687	unsat	0.0581719
UF_sledgehammer_Hoare_uf.1025798.smt2	Unsatisfiable	0.0795	Unsatisfiable	0.0695871	unsat	0.1529	0.1529	unsat	0.12392
UF_sledgehammer_Hoare_uf.1031408.smt2	Unsatisfiable	0.0558	Unsatisfiable	0.0619759	unsat	0.1385	0.1385	unsat	0.0458971
UF_sledgehammer_Hoare_uf.1048313.smt2	Unsatisfiable	0.1230	Unsatisfiable	0.140402	unsat	0.1853	0.1853	unsat	0.0923899
UF_sledgehammer_Hoare_uf.1050636.smt2	Unsatisfiable	0.7256	Unsatisfiable	0.827028	unsat	0.1139	0.1139	unsat	0.076673
UF_sledgehammer_Hoare_uf.1052798.smt2	Unsatisfiable	0.1850	Unsatisfiable	0.0643531	unsat	0.2076	0.2076	unsat	0.0938749
UF_sledgehammer_Hoare_uf.1077716.smt2	--	298.5180	--	297.228	unsat	0.0145	0.0145	unsat	0.038301
UF_sledgehammer_Hoare_uf.1077988.smt2	Unsatisfiable	0.0197	Unsatisfiable	0.0244789	unsat	0.0145	0.0145	unsat	0.0384221
UF_sledgehammer_Hoare_uf.1078325.smt2	Unsatisfiable	0.0221	Unsatisfiable	0.0244051	unsat	0.2055	0.2055	unsat	0.0957769
UF_sledgehammer_Hoare_uf.1080568.smt2	--	298.3170	--	298.416	unsat	0.0144	0.0144	unsat	0.0386301
UF_sledgehammer_Hoare_uf.1080828.smt2	Unsatisfiable	0.0194	Unsatisfiable	0.623201	unsat	0.0145	0.0145	unsat	0.03829
UF_sledgehammer_Hoare_uf.1081114.smt2	Unsatisfiable	0.0194	Unsatisfiable	0.0263629	unsat	0.1560	0.1560	unsat	0.0917211
UF_sledgehammer_Hoare_uf.1083442.smt2	Unsatisfiable	0.1636	Unsatisfiable	0.135101	unsat	0.1870	0.1870	unsat	0.105333
UF_sledgehammer_Hoare_uf.1089840.smt2	Unsatisfiable	0.0724	Unsatisfiable	0.0786451	unsat	0.1500	0.1500	unsat	0.0910279
UF_sledgehammer_Hoare_uf.1103225.smt2	Unsatisfiable	0.0628	Unsatisfiable	0.064889	unsat	0.2157	0.2157	unsat	0.153479
UF_sledgehammer_Hoare_uf.1108769.smt2	Unsatisfiable	1.0601	Unsatisfiable	6.49385	unsat	0.1795	0.1795	unsat	0.104765
UF_sledgehammer_Hoare_uf.1111125.smt2	Unsatisfiable	0.0700	Unsatisfiable	0.071707	unsat	0.3997	0.3997	unsat	0.15139
UF_sledgehammer_Hoare_uf.1113164.smt2	Unsatisfiable	2.5880	Unsatisfiable	1.51547	unsat	0.0217	0.0217	unsat	0.040705
UF_sledgehammer_Hoare_uf.1113752.smt2	Unsatisfiable	0.0260	Unsatisfiable	0.0298211	unsat	0.3985	0.3985	unsat	0.14647
UF_sledgehammer_Hoare_uf.1116227.smt2	Unsatisfiable	284.3900	Unsatisfiable	66.0786	unsat	0.0252	0.0252	unsat	0.127656
UF_sledgehammer_Hoare_uf.1117002.smt2	Unsatisfiable	0.0772	Unsatisfiable	0.0405149	unsat	0.2238	0.2238	unsat	0.114991
UF_sledgehammer_Hoare_uf.1118955.smt2	Unsatisfiable	66.1448	Unsatisfiable	65.1083	unsat	0.0213	0.0213	unsat	0.040597
UF_sledgehammer_Hoare_uf.1119541.smt2	Unsatisfiable	0.0320	Unsatisfiable	0.0333611	unsat	0.1268	0.1268	unsat	0.0836869
UF_sledgehammer_Hoare_uf.1122200.smt2	Unsatisfiable	0.2096	Unsatisfiable	0.0991861	unsat	0.1354	0.1354	unsat	0.0460709
UF_sledgehammer_Hoare_uf.1124589.smt2	Unsatisfiable	0.0381	Unsatisfiable	0.0412191	unsat	0.1354	0.1354	unsat	0.0465559
UF_sledgehammer_Hoare_uf.1126924.smt2	Unsatisfiable	0.0391	Unsatisfiable	0.0398111	unsat	0.1748	0.1748	unsat	0.089238
UF_sledgehammer_Hoare_uf.1129009.smt2	Unsatisfiable	0.2815	Unsatisfiable	0.472566	unsat	0.1689	0.1689	unsat	0.0856699
UF_sledgehammer_Hoare_uf.1131216.smt2	Unsatisfiable	0.2681	Unsatisfiable	0.350512	unsat	0.4554	0.4554	unsat	0.119473
UF_sledgehammer_Hoare_uf.1133275.smt2	Unsatisfiable	1.0397	Unsatisfiable	11.6778	unsat	0.0158	0.0158	unsat	0.0395051
UF_sledgehammer_Hoare_uf.1133534.smt2	Unsatisfiable	0.0205	Unsatisfiable	0.0209179	unsat	0.1966	0.1966	unsat	0.100251
UF_sledgehammer_Hoare_uf.1135670.smt2	Unsatisfiable	2.3011	Unsatisfiable	58.2327	unsat	1.1227	1.1227	unsat	2.96684
UF_sledgehammer_Hoare_uf.1138014.smt2	Unsatisfiable	1.0058	--	298.516	unsat	0.2820	0.2820	unsat	0.0978761
UF_sledgehammer_Hoare_uf.1141474.smt2	Unsatisfiable	0.1596	Unsatisfiable	0.781943	unsat	0.1937	0.1937	unsat	0.097461
UF_sledgehammer_Hoare_uf.1143700.smt2	Unsatisfiable	0.1705	Unsatisfiable	0.784489	unsat	0.1614	0.1614	unsat	0.094402
UF_sledgehammer_Hoare_uf.1145799.smt2	Unsatisfiable	0.0616	Unsatisfiable	0.060675	unsat	0.1385	0.1385	unsat	0.075594
UF_sledgehammer_Hoare_uf.1148354.smt2	Unsatisfiable	0.1830	Unsatisfiable	0.315001	unsat	0.1297	0.1297	unsat	0.043189
UF_sledgehammer_Hoare_uf.1150909.smt2	Unsatisfiable	0.0300	Unsatisfiable	0.0356041	starexec-unknown	1512.7600	0.0000	unsat	116.496
UF_sledgehammer_Hoare_uf.1154593.smt2	Unsatisfiable	0.8639	Unsatisfiable	0.768053	unsat	41.7019	41.7019	starexec-unknown	1799.22
UF_sledgehammer_Hoare_uf.1161312.smt2	--	298.4170	--	298.518	unsat	73.1391	73.1391	unsat	86.9399
UF_sledgehammer_Hoare_uf.1162102.smt2	Unsatisfiable	0.8065	Unsatisfiable	0.792475	unsat	0.0244	0.0244	unsat	0.0415759
UF_sledgehammer_Hoare_uf.1162942.smt2	Unsatisfiable	0.8154	Unsatisfiable	0.793728	unsat	0.0249	0.0249	unsat	0.0417411
UF_sledgehammer_Hoare_uf.1165760.smt2	Unsatisfiable	5.2964	Unsatisfiable	0.456261	unsat	0.1827	0.1827	unsat	0.086221
UF_sledgehammer_Hoare_uf.1175126.smt2	Unsatisfiable	0.0546	Unsatisfiable	0.0707939	unsat	0.1531	0.1531	unsat	0.0759661
UF_sledgehammer_Hoare_uf.1177323.smt2	Unsatisfiable	0.0590	Unsatisfiable	0.0676019	unsat	0.1626	0.1626	unsat	0.0852639
UF_sledgehammer_Hoare_uf.1180858.smt2	--	298.4160	Unsatisfiable	112.328	starexec-unknown	1755.2000	0.0000	unsat	1.8722
UF_sledgehammer_Hoare_uf.1185112.smt2	Unsatisfiable	2.8728	Unsatisfiable	1.86369	unsat	0.8439	0.8439	starexec-unknown	1798.92
UF_sledgehammer_Hoare_uf.1185611.smt2	Unsatisfiable	2.7057	Unsatisfiable	0.122958	unsat	0.6539	0.6539	starexec-unknown	1799.02
UF_sledgehammer_Hoare_uf.1185881.smt2	Unsatisfiable	0.1671	Unsatisfiable	0.044892	unsat	0.0777	0.0777	starexec-unknown	1799.12
UF_sledgehammer_Hoare_uf.1197748.smt2	Unsatisfiable	58.3127	--	298.617	unsat	0.4354	0.4354	unsat	0.094466
UF_sledgehammer_Hoare_uf.1198015.smt2	Unsatisfiable	0.0214	Unsatisfiable	0.0205969	unsat	0.0139	0.0139	unsat	0.0387279
UF_sledgehammer_Hoare_uf.1198300.smt2	Unsatisfiable	0.0275	Unsatisfiable	0.022378	unsat	0.0141	0.0141	unsat	0.0383111
UF_sledgehammer_Hoare_uf.1201093.smt2	Unsatisfiable	0.0952	Unsatisfiable	0.221892	unsat	0.0716	0.0716	unsat	0.059521
UF_sledgehammer_Hoare_uf.555968.smt2	Unsatisfiable	0.0182	Unsatisfiable	0.0187401	unsat	0.0127	0.0127	unsat	0.0393099
UF_sledgehammer_Hoare_uf.556286.smt2	Unsatisfiable	0.0217	Unsatisfiable	0.017471	unsat	0.0128	0.0128	unsat	0.039692
UF_sledgehammer_Hoare_uf.556609.smt2	Unsatisfiable	0.0180	Unsatisfiable	0.0211519	unsat	0.0125	0.0125	unsat	0.0397981
UF_sledgehammer_Hoare_uf.556926.smt2	Unsatisfiable	0.0177	Unsatisfiable	0.017342	unsat	0.0121	0.0121	unsat	0.0395401
UF_sledgehammer_Hoare_uf.557246.smt2	Unsatisfiable	0.0203	Unsatisfiable	0.0172421	unsat	0.0123	0.0123	unsat	0.040305
UF_sledgehammer_Hoare_uf.565227.smt2	Unsatisfiable	10.6478	--	298.516	unsat	0.1037	0.1037	unsat	33.9954
UF_sledgehammer_Hoare_uf.565702.smt2	Unsatisfiable	0.0192	Unsatisfiable	0.0200619	unsat	0.0133	0.0133	unsat	0.0384771
UF_sledgehammer_Hoare_uf.566210.smt2	Unsatisfiable	0.0195	Unsatisfiable	0.0202281	unsat	0.0142	0.0142	unsat	0.038407
UF_sledgehammer_Hoare_uf.568798.smt2	Unsatisfiable	10.3814	Unsatisfiable	10.4368	unsat	0.0919	0.0919	unsat	0.0597199
UF_sledgehammer_Hoare_uf.573650.smt2	--	298.5180	--	298.416	unsat	4.1438	4.1438	unsat	0.13823
UF_sledgehammer_Hoare_uf.574375.smt2	Unsatisfiable	0.0356	Unsatisfiable	0.0369049	unsat	0.0157	0.0157	unsat	0.0389611
UF_sledgehammer_Hoare_uf.575173.smt2	Unsatisfiable	0.0359	Unsatisfiable	0.03645	unsat	0.0159	0.0159	unsat	0.038894
UF_sledgehammer_Hoare_uf.578545.smt2	Unsatisfiable	1.5204	Unsatisfiable	1.61266	unsat	0.1116	0.1116	unsat	0.0711981
UF_sledgehammer_Hoare_uf.582225.smt2	--	298.4180	--	298.618	unsat	70.3514	70.3514	unsat	5.31475
UF_sledgehammer_Hoare_uf.587490.smt2	Unsatisfiable	22.1929	--	298.517	unsat	0.1105	0.1105	unsat	0.066428
UF_sledgehammer_Hoare_uf.588162.smt2	Unsatisfiable	0.0239	Unsatisfiable	0.0249291	unsat	0.0144	0.0144	unsat	0.0390131
UF_sledgehammer_Hoare_uf.588967.smt2	Unsatisfiable	0.0239	Unsatisfiable	0.021862	unsat	0.0153	0.0153	unsat	0.039235
UF_sledgehammer_Hoare_uf.591650.smt2	Unsatisfiable	5.2919	Unsatisfiable	0.497566	unsat	0.0938	0.0938	unsat	0.0775839
UF_sledgehammer_Hoare_uf.593618.smt2	Unsatisfiable	0.1497	Unsatisfiable	0.246956	unsat	0.1299	0.1299	unsat	0.0687471
UF_sledgehammer_Hoare_uf.595955.smt2	Unsatisfiable	6.3646	Unsatisfiable	6.37362	unsat	4.7165	4.7165	unsat	0.0765539
UF_sledgehammer_Hoare_uf.598848.smt2	Unsatisfiable	5.1967	Unsatisfiable	5.19068	unsat	0.1545	0.1545	unsat	0.0639621
UF_sledgehammer_Hoare_uf.601247.smt2	Unsatisfiable	180.0760	Unsatisfiable	19.232	unsat	0.2279	0.2279	unsat	0.073988
UF_sledgehammer_Hoare_uf.602059.smt2	Unsatisfiable	0.0226	Unsatisfiable	0.018483	unsat	0.0140	0.0140	unsat	0.038215
UF_sledgehammer_Hoare_uf.604281.smt2	Unsatisfiable	18.5943	Unsatisfiable	18.5868	unsat	0.2286	0.2286	unsat	0.073708
UF_sledgehammer_Hoare_uf.605093.smt2	Unsatisfiable	0.0194	Unsatisfiable	0.0191049	unsat	0.0141	0.0141	unsat	0.038463
UF_sledgehammer_Hoare_uf.615090.smt2	Unsatisfiable	10.6273	Unsatisfiable	8.66945	unsat	0.1831	0.1831	unsat	0.091788
UF_sledgehammer_Hoare_uf.615550.smt2	Unsatisfiable	0.0313	Unsatisfiable	0.031362	unsat	0.0163	0.0163	unsat	0.039592
UF_sledgehammer_Hoare_uf.626010.smt2	Unsatisfiable	0.1496	Unsatisfiable	8.882	unsat	0.1948	0.1948	unsat	0.090486
UF_sledgehammer_Hoare_uf.626295.smt2	Unsatisfiable	0.0213	Unsatisfiable	0.026108	unsat	0.0175	0.0175	unsat	0.039815
UF_sledgehammer_Hoare_uf.628776.smt2	--	298.5160	--	298.416	unsat	972.6180	972.6180	starexec-unknown	752.969
UF_sledgehammer_Hoare_uf.629884.smt2	--	298.3180	--	298.517	unsat	0.1561	0.1561	unsat	700.361
UF_sledgehammer_Hoare_uf.630466.smt2	Unsatisfiable	0.0276	Unsatisfiable	0.02332	unsat	0.0163	0.0163	unsat	0.040349
UF_sledgehammer_Hoare_uf.633269.smt2	Unsatisfiable	14.8188	Unsatisfiable	14.1621	unsat	152.6570	152.6570	starexec-unknown	1799.32
UF_sledgehammer_Hoare_uf.634377.smt2	Unsatisfiable	0.5540	Unsatisfiable	0.811872	unsat	0.2775	0.2775	unsat	0.107927
UF_sledgehammer_Hoare_uf.636885.smt2	Unsatisfiable	180.2950	Unsatisfiable	19.1261	unsat	0.1660	0.1660	unsat	0.105099
UF_sledgehammer_Hoare_uf.637580.smt2	Unsatisfiable	0.0238	Unsatisfiable	0.0237209	unsat	0.0156	0.0156	unsat	0.038833
UF_sledgehammer_Hoare_uf.638208.smt2	Unsatisfiable	0.0231	Unsatisfiable	0.0194811	unsat	0.0157	0.0157	unsat	0.038456
UF_sledgehammer_Hoare_uf.638755.smt2	Unsatisfiable	0.0194	Unsatisfiable	0.0227879	unsat	0.0156	0.0156	unsat	0.0388459
UF_sledgehammer_Hoare_uf.641314.smt2	Unsatisfiable	1.4791	Unsatisfiable	0.357923	unsat	0.1389	0.1389	unsat	0.0722919
UF_sledgehammer_Hoare_uf.648032.smt2	Unsatisfiable	1.6119	--	298.417	unsat	0.2416	0.2416	unsat	0.108364
UF_sledgehammer_Hoare_uf.648635.smt2	Unsatisfiable	0.0231	Unsatisfiable	0.02041	unsat	0.0137	0.0137	unsat	0.0385959
UF_sledgehammer_Hoare_uf.649253.smt2	Unsatisfiable	0.0235	Unsatisfiable	0.020483	unsat	0.0140	0.0140	unsat	0.03845
UF_sledgehammer_Hoare_uf.651953.smt2	Unsatisfiable	0.1649	Unsatisfiable	0.358103	unsat	0.1573	0.1573	unsat	0.0798911
UF_sledgehammer_Hoare_uf.652445.smt2	Unsatisfiable	0.0210	Unsatisfiable	0.01841	unsat	0.0134	0.0134	unsat	0.038404
UF_sledgehammer_Hoare_uf.652945.smt2	Unsatisfiable	0.0194	Unsatisfiable	0.0181251	unsat	0.0133	0.0133	unsat	0.038319
UF_sledgehammer_Hoare_uf.655433.smt2	Unsatisfiable	0.0320	Unsatisfiable	0.0333839	unsat	0.1086	0.1086	unsat	0.0414811
UF_sledgehammer_Hoare_uf.657450.smt2	Unsatisfiable	5.4109	Unsatisfiable	11.8504	unsat	0.1872	0.1872	unsat	0.0846191
UF_sledgehammer_Hoare_uf.659596.smt2	Unsatisfiable	0.0579	Unsatisfiable	0.069061	unsat	0.1575	0.1575	unsat	0.0883239
UF_sledgehammer_Hoare_uf.661667.smt2	Unsatisfiable	0.0581	Unsatisfiable	0.0670079	unsat	0.1583	0.1583	unsat	0.088012
UF_sledgehammer_Hoare_uf.663973.smt2	Unsatisfiable	6.3676	Unsatisfiable	1.48316	unsat	0.1709	0.1709	unsat	0.091827
UF_sledgehammer_Hoare_uf.665948.smt2	Unsatisfiable	0.2341	Unsatisfiable	0.238722	unsat	0.1848	0.1848	unsat	0.0802431
UF_sledgehammer_Hoare_uf.668005.smt2	Unsatisfiable	0.2765	Unsatisfiable	1.02954	unsat	0.1515	0.1515	unsat	0.0795181
UF_sledgehammer_Hoare_uf.669996.smt2	Unsatisfiable	0.2942	Unsatisfiable	0.251673	unsat	0.1514	0.1514	unsat	0.080622
UF_sledgehammer_Hoare_uf.672461.smt2	--	298.5180	--	298.517	starexec-unknown	1722.2000	0.0000	unsat	94.2438
UF_sledgehammer_Hoare_uf.673457.smt2	Unsatisfiable	17.4427	Unsatisfiable	19.6485	unsat	0.0422	0.0422	unsat	0.0419199
UF_sledgehammer_Hoare_uf.674501.smt2	Unsatisfiable	17.4470	Unsatisfiable	19.6557	unsat	0.0436	0.0436	unsat	0.0424689
UF_sledgehammer_Hoare_uf.681748.smt2	Unsatisfiable	0.0930	Unsatisfiable	0.095181	unsat	0.1682	0.1682	unsat	0.091121
UF_sledgehammer_Hoare_uf.692423.smt2	Unsatisfiable	0.0850	Unsatisfiable	0.0901021	unsat	0.1609	0.1609	unsat	0.0849649
UF_sledgehammer_Hoare_uf.694570.smt2	Unsatisfiable	6.2757	Unsatisfiable	252.913	unsat	0.2060	0.2060	unsat	0.7037
UF_sledgehammer_Hoare_uf.701707.smt2	Unsatisfiable	0.0608	Unsatisfiable	0.158338	unsat	0.1787	0.1787	unsat	0.0961059
UF_sledgehammer_Hoare_uf.704279.smt2	Unsatisfiable	86.4336	--	298.316	unsat	0.3516	0.3516	unsat	0.132742
UF_sledgehammer_Hoare_uf.704681.smt2	Unsatisfiable	0.0298	Unsatisfiable	0.036813	unsat	0.0190	0.0190	unsat	0.039204
UF_sledgehammer_Hoare_uf.707387.smt2	Unsatisfiable	87.8024	--	298.518	unsat	0.2285	0.2285	unsat	0.0989531
UF_sledgehammer_Hoare_uf.710176.smt2	Unsatisfiable	21.7453	--	298.516	unsat	0.2259	0.2259	unsat	0.104016
UF_sledgehammer_Hoare_uf.712861.smt2	Unsatisfiable	0.8635	Unsatisfiable	0.900365	unsat	0.1745	0.1745	unsat	0.104193
UF_sledgehammer_Hoare_uf.736775.smt2	Unsatisfiable	0.3657	Unsatisfiable	0.897284	unsat	0.0730	0.0730	unsat	0.0624799
UF_sledgehammer_Hoare_uf.751775.smt2	Unsatisfiable	0.0330	Unsatisfiable	0.0365899	unsat	0.0758	0.0758	unsat	0.0615459
UF_sledgehammer_Hoare_uf.754575.smt2	Unsatisfiable	0.0321	Unsatisfiable	0.032959	unsat	0.0668	0.0668	unsat	0.0583901
UF_sledgehammer_Hoare_uf.757627.smt2	Unsatisfiable	10.3768	Unsatisfiable	18.2473	unsat	0.1542	0.1542	starexec-unknown	1799.63
UF_sledgehammer_Hoare_uf.759170.smt2	Unsatisfiable	10.2742	Unsatisfiable	9.92226	unsat	0.0919	0.0919	unsat	0.375841
UF_sledgehammer_Hoare_uf.760033.smt2	Unsatisfiable	2.8414	Unsatisfiable	2.84135	unsat	0.0688	0.0688	unsat	0.0969049
UF_sledgehammer_Hoare_uf.760436.smt2	Unsatisfiable	3.0803	Unsatisfiable	2.80628	unsat	0.0617	0.0617	unsat	0.0973491
UF_sledgehammer_Hoare_uf.775346.smt2	Unsatisfiable	0.1123	Unsatisfiable	0.113448	unsat	0.2733	0.2733	unsat	0.14652
UF_sledgehammer_Hoare_uf.775629.smt2	Unsatisfiable	0.0184	Unsatisfiable	0.0187391	unsat	0.0157	0.0157	unsat	0.039962
UF_sledgehammer_Hoare_uf.775979.smt2	Unsatisfiable	0.0202	Unsatisfiable	0.02246	unsat	0.0160	0.0160	unsat	0.0388561
UF_sledgehammer_Hoare_uf.778982.smt2	--	298.6160	--	298.517	unsat	6.4970	6.4970	starexec-unknown	1799.02
UF_sledgehammer_Hoare_uf.780041.smt2	--	298.3170	--	298.518	unsat	5.4215	5.4215	starexec-unknown	1799.12
UF_sledgehammer_Hoare_uf.780666.smt2	--	298.5160	--	298.618	unsat	0.4489	0.4489	starexec-unknown	134.789
UF_sledgehammer_Hoare_uf.784610.smt2	--	298.3180	--	298.418	unsat	9.7745	9.7745	starexec-unknown	1799.12
UF_sledgehammer_Hoare_uf.785231.smt2	Unsatisfiable	58.8828	--	298.516	unsat	0.1677	0.1677	starexec-unknown	1799.12
UF_sledgehammer_Hoare_uf.788822.smt2	--	298.5190	--	298.516	unsat	3.6712	3.6712	starexec-unknown	1799.53
UF_sledgehammer_Hoare_uf.789443.smt2	Unsatisfiable	58.5814	--	298.617	unsat	0.1125	0.1125	starexec-unknown	1799.22
UF_sledgehammer_Hoare_uf.791978.smt2	--	298.4170	--	298.317	unsat	4.8976	4.8976	starexec-unknown	1799.02
UF_sledgehammer_Hoare_uf.793031.smt2	--	298.5170	--	298.518	unsat	1.3688	1.3688	starexec-unknown	1799.53
UF_sledgehammer_Hoare_uf.793650.smt2	Unsatisfiable	57.4404	--	298.518	unsat	0.1074	0.1074	starexec-unknown	1798.92
UF_sledgehammer_Hoare_uf.795622.smt2	Unsatisfiable	284.5470	--	298.418	unsat	0.1137	0.1137	starexec-unknown	1799.42
UF_sledgehammer_Hoare_uf.797561.smt2	Unsatisfiable	0.2669	Unsatisfiable	0.305502	unsat	0.0938	0.0938	unsat	0.059579
UF_sledgehammer_Hoare_uf.803134.smt2	Unsatisfiable	0.1178	Unsatisfiable	0.383197	unsat	0.1892	0.1892	unsat	0.0989601
