distro/gram_lang/2429134	casc_sat	69369	Unsatisfiable	casc	37081	Unsatisfiable	casc_sat	127513	Unsatisfiable	casc	37569	Unsatisfiable	Unsatisfiable	119626	unsat(a9 a13)	62853
distro/gram_lang/2699943	casc_sat	622668	Satisfiable	casc	60186449	Timeout	casc_sat	586589	Satisfiable	casc	60186027	Timeout	GaveUp	295238	timeout	60066048
distro/gram_lang/2704735	casc_sat	48682	Unsatisfiable	casc	53564	Unsatisfiable	casc_sat	54512	Unsatisfiable	casc	55625	Unsatisfiable	Unsatisfiable	101645	unsat(a50 a19 a7 a2 a0 a1)	73243
distro/gram_lang/2709627	casc_sat	167421	Unsatisfiable	casc	53460	Unsatisfiable	casc_sat	113029	Unsatisfiable	casc	49698	Unsatisfiable	Unsatisfiable	101522	unsat(a117 a54 a4 a2 a0 a1)	56517
distro/gram_lang/2714351	casc_sat	61818	Unsatisfiable	casc	49453	Unsatisfiable	casc_sat	72969	Unsatisfiable	casc	41293	Unsatisfiable	Unsatisfiable	93844	unsat(a8 a0 a4)	51865
distro/gram_lang/2719249	casc_sat	31222	Unsatisfiable	casc	38434	Unsatisfiable	casc_sat	30093	Unsatisfiable	casc	41140	Unsatisfiable	Unsatisfiable	97322	unsat(a8 a0 a4)	58467
distro/gram_lang/3010146	casc_sat	132041	Unsatisfiable	casc	68074	Unsatisfiable	casc_sat	127815	Unsatisfiable	casc	59578	Unsatisfiable	Unsatisfiable	119138	unsat(a2 a10)	73375
distro/gram_lang/3158791	casc_sat	42001	Unsatisfiable	casc	109291	Unsatisfiable	casc_sat	52462	Unsatisfiable	casc	105142	Unsatisfiable	Unsatisfiable	178884	timeout	60057610
distro/koenig/1744057	casc_sat	60190999	Timeout	casc	60147521	TimeoutTimeout	casc_sat	60072789	Timeout	casc	60192829	Timeout	Timeout	61179677	timeout	60242607
distro/koenig/1746051	casc_sat	60094376	Timeout	casc	60203626	Timeout	casc_sat	60140148	Timeout	casc	60198593	Timeout	Timeout	61104421	timeout	60113648
distro/koenig/1751815	casc_sat	60150051	TimeoutTimeout	casc	60140899	Timeout	casc_sat	60237781	Timeout	casc	60205792	TimeoutTimeout	Timeout	61054507	timeout	60373266
distro/koenig/1753712	casc_sat	60084999	Timeout	casc	60097966	Timeout	casc_sat	60118721	Timeout	casc	60163195	Timeout	Timeout	60861345	timeout	60405762
distro/koenig/1759255	casc_sat	70082	Unsatisfiable	casc	73708	Unsatisfiable	casc_sat	82161	Unsatisfiable	casc	79041	Unsatisfiable	Timeout	60705238	timeout	60361925
distro/koenig/1760836	casc_sat	60106042	Timeout	casc	60080936	Timeout	casc_sat	60201093	Timeout	casc	60199329	Timeout	Timeout	60599735	timeout	60219064
distro/koenig/1767417	casc_sat	60034929	Timeout	casc	60185400	Timeout	casc_sat	60084607	Timeout	casc	60261650	TimeoutTimeout	Timeout	61171546	timeout	60171204
distro/koenig/1769915	casc_sat	60218820	Timeout	casc	60112427	Timeout	casc_sat	61112381	Timeout	casc	60168862	Timeout	Timeout	61108602	timeout	60152932
distro/koenig/1771144	casc_sat	62291817	Timeout	casc	60133426	Timeout	casc_sat	60224768	Timeout	casc	60198582	TimeoutTimeout	Timeout	61098421	timeout	60114536
distro/koenig/1772573	casc_sat	59994499	Timeout	casc	60131824	Timeout	casc_sat	60037952	Timeout	casc	60291098	Timeout	Timeout	61124980	timeout	60116297
distro/koenig/1773892	casc_sat	60753157	Timeout	casc	60195974	Timeout	casc_sat	60104056	Timeout	casc	60154277	Timeout	Timeout	61203420	timeout	60312247
distro/process/1743839	casc_sat	60142620	Timeout	casc	60145988	Timeout	casc_sat	60236112	Timeout	casc	60394560	Timeout	Timeout	61139018	timeout	60306570
distro/process/1745986	casc_sat	60215046	Timeout	casc	60112557	Timeout	casc_sat	60222121	Timeout	casc	60130965	Timeout	Timeout	61144376	timeout	60141710
distro/process/1809900	casc_sat	63687	Unsatisfiable	casc	49328	Unsatisfiable	casc_sat	57053	Unsatisfiable	casc	58454	Unsatisfiable	Unsatisfiable	181689	unsat(a32 a27 a28)	83508
distro/process/1820934	casc_sat	60565	Unsatisfiable	casc	57645	Unsatisfiable	casc_sat	58695	Unsatisfiable	casc	65237	Unsatisfiable	Unsatisfiable	198640	unsat(a55 a32 a27 a28)	62544
distro/process/1836546	casc_sat	96534	Unsatisfiable	casc	89226	Unsatisfiable	casc_sat	83817	Unsatisfiable	casc	116062	Unsatisfiable	Unsatisfiable	264929	unsat(a81 a80 a68 a66 a43 a40 a31 a27 a30)	63811
distro/process/1847013	casc_sat	88592	Unsatisfiable	casc	75481	Unsatisfiable	casc_sat	92016	Unsatisfiable	casc	485701	Unsatisfiable	Unsatisfiable	321474	unsat(a78 a77 a67 a66 a42 a41 a31 a27 a30)	66192
distro/rbt_impl/1721121	casc_sat	60101420	Timeout	casc	4111945	Unsatisfiable	casc_sat	60311684	Timeout	casc	4772574	Unsatisfiable	Timeout	61101155	timeout	60260689
distro/rbt_impl/1729542	casc_sat	60090939	Timeout	casc	60125032	Timeout	casc_sat	60043105	Timeout	casc	60113714	Timeout	Timeout	60635267	timeout	60231709
distro/rbt_impl/2337319	casc_sat	60111210	Timeout	casc	60093680	Timeout	casc_sat	60147078	Timeout	casc	60112690	Timeout	GaveUp	233133	timeout	60070006
distro/rbt_impl/2522528	casc_sat	432370	Satisfiable	casc	59994608	Timeout	casc_sat	433735	Satisfiable	casc	29330602	Satisfiable	GaveUp	161691	sat	63769
